Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL
Nomad Girl,Flatiron,"Breakfast & Brunch, Italian",4.7,"√ Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/nomad-girl-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=60
Mamasushi - Bronx,Schuylerville,"Sushi Bars, Cocktail Bars",3.5,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/mamasushi-bronx-bronx?osq=Restaurants,https://www.yelp.com/biz/4c2THphDR7C1f-zvJJDkgw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=60
Sabrosura Restaurant,Unionport,"Chinese, Latin American, Seafood",3.7,√ Takeout,$$,https://www.yelp.com/biz/sabrosura-restaurant-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=60
Mr.Q’s,Pelham Gardens,"Chinese, Bars, Japanese",3.3,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/mr-qs-bronx-2?osq=Restaurants,https://www.yelp.com/biz/dk8T-DRrBWeZXUUm_mbdwQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=60
Good and Tasty Southern Soul Food,,Soul Food,5.0,,,https://www.yelp.com/biz/good-and-tasty-southern-soul-food-mt-vernon?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
Edo Japanese Steakhouse,,"Japanese, Steakhouses",3.8,"√ Delivery, √ Takeout",$$,https://www.yelp.com/biz/edo-japanese-steakhouse-pelham?osq=Restaurants,https://www.yelp.com/biz/dHBPdgXiYhbDig7BAZnH_A?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
Bonita By The River,,"Spanish, Venues & Event Spaces, Cocktail Bars",3.8,,,https://www.yelp.com/biz/bonita-by-the-river-edgewater?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
SUROSS Thai Bistro,Washington Heights,"Thai, Seafood, Soup",4.5,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/suross-thai-bistro-new-york-4?osq=Restaurants,https://www.yelp.com/biz/LIsCe_l7kUlv2cUs6AxNQQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
RH Rooftop Restaurant New York,Meatpacking District,"American (Traditional), Wine Bars",4.1,"√ Outdoor seating, × Delivery, × Takeout",$$$,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
Tradisyon,Theater District,Filipino,4.3,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/tradisyon-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
Mitica,Greenpoint,Mexican,4.9,√ Outdoor seating,,https://www.yelp.com/biz/mitica-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
Buccaneer’s Club,Long Island City,"Bars, Seafood, Caribbean",4.3,,,https://www.yelp.com/biz/buccaneer-s-club-queens?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=70
