Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL,Opening Hours,Popular Dishes,Detailed Address
Jora Restaurant & Bar,Hunters Point,"Peruvian, Cocktail Bars",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",$31-60,https://www.yelp.com/biz/jora-restaurant-and-bar-long-island-city?osq=Restaurants,https://www.yelp.com/biz/Sj3JYCbaEFrAqUzRrenQbg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: 12:30 PM - 10:00 PM, Tue: 12:30 PM - 10:00 PM, Wed: 12:30 PM - 10:00 PM, Thu: 12:30 PM - 10:00 PM, Fri: 12:30 PM - 10:00 PM, Sat: 12:30 PM - 10:00 PM, Sun: 12:30 PM - 10:00 PM",,"47-46 11th StLong Island City, NY 11101"
Rincon Criollo,North Corona,Cuban,4.3,not allow Outdoor seating,$11-30,https://www.yelp.com/biz/rincon-criollo-corona?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: 12:00 PM - 9:00 PM, Tue: 12:00 PM - 9:00 PM, Wed: 12:00 PM - 9:00 PM, Thu: 12:00 PM - 9:00 PM, Fri: 12:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 11:00 AM - 9:00 PM","Cuban Sandwich, Pork Chops, Plantain Chips, Tres Leches Cake, Oxtail Stew, Fried Pork Chunks, Codfish Fritters, Fried Shredded Flank Steak, Ham Croquettes, Roasted Pork, Breaded Chicken Breast, Breaded Pork Steak, Ground Beef Stew","40-09 Junction BlvdCorona, NY 11368"
The Queensboro,Jackson Heights,"Gastropubs, American (New), Breakfast & Brunch",4.2,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/the-queensboro-jackson-heights?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: Closed, Tue: 9:00 AM - 9:00 PM, Wed: 9:00 AM - 9:00 PM, Thu: 9:00 AM - 9:00 PM, Fri: 9:00 AM - 9:30 PM, Sat: 11:00 AM - 9:30 PM, Sun: 10:30 AM - 8:30 PM",,"80-02 Northern BlvdJackson Heights, NY 11372"
Dinerbar,Rego Park,"Diners, Wine Bars, American (Traditional)",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/dinerbar-rego-park?osq=Restaurants,https://www.yelp.com/biz/AkRdoWYv2QmsXD9LSWl2zw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: 8:00 AM - 10:00 PM, Tue: 8:00 AM - 10:00 PM, Wed: 8:00 AM - 10:00 PM, Thu: 8:00 AM - 10:00 PM, Fri: 8:00 AM - 10:00 PM, Sat: 8:00 AM - 10:00 PM, Sun: 8:00 AM - 10:00 PM","Fruity Pebbles French Toast, Braised Short Ribs, Eggs Benedict, Truffle Mac, Crab Cake, Steak and Eggs, Grilled Steak Tacos, Salmon Burger, Fish Tacos, Fish and Chips, Poached Eggs, French Onion Soup, Avocado Toast","97-45 Queens BlvdRego Park, NY 11374"
The Local Press,Ozone Park,"Salad, Burgers, Sandwiches",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/the-local-press-ozone-park?osq=Restaurants,https://www.yelp.com/biz/KrbzIWxERBbQ6BCpSV-9og?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: Closed, Tue: 11:00 AM - 8:00 PM, Wed: 11:00 AM - 8:00 PM, Thu: 11:00 AM - 8:00 PM, Fri: 11:00 AM - 9:00 PM, Sat: 11:00 AM - 9:00 PM, Sun: Closed",,"92-15 Rockaway BlvdOzone Park, NY 11417"
The Pork Pit,Jamaica,"Caribbean, Barbeque",4.2,"allow Outdoor seating, allow Takeout",$11-30,https://www.yelp.com/biz/the-pork-pit-jamaica?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: 12:00 PM - 9:00 PM, Tue: 11:00 AM - 9:00 PM, Wed: 11:00 AM - 9:00 PM, Thu: 11:00 AM - 9:00 PM, Fri: 11:00 AM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 11:00 AM - 9:00 PM","Jerk Chicken, Festival, Ribs, BBQ Pork, Jerk Pork","27 Gloucester AveJamaica, NY 11423"
Cafe Catmandoo,Elmhurst,"Cafes, Breakfast & Brunch",4.8,,,https://www.yelp.com/biz/cafe-catmandoo-queens?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: 8:00 AM - 10:00 PM, Tue: 8:00 AM - 10:00 PM, Wed: 8:00 AM - 10:00 PM, Thu: 8:00 AM - 10:00 PM, Fri: 8:00 AM - 10:00 PM, Sat: 8:00 AM - 11:00 PM, Sun: 8:00 AM - 11:00 PM",,"7132 Roosevelt AveQueens, NY 11103"
Metro Taco,Forest Hills,"Tacos, Tapas/Small Plates, Cocktail Bars",4.3,"allow Outdoor seating, allow Takeout",$11-30,https://www.yelp.com/biz/metro-taco-forest-hills?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=30,"Mon: 5:00 PM - 9:00 PM, Tue: 5:00 PM - 9:00 PM, Wed: 5:00 PM - 9:00 PM, Thu: 5:00 PM - 9:00 PM, Fri: 5:00 PM - 9:00 PM, Sat: 2:00 PM - 9:00 PM, Sun: 2:00 PM - 8:00 PM","Nacho Tower, Drunken Shrimp Tacos, Churros, Pulled Pork Tacos, Steak Tacos, Fish Tacos, Mexico City Halal, Grilled Chicken Tacos, Seitan Al Pastor Tacos, Sweet Potato Taquitos, Vegan Bowl, Coconut Tres Leches Cake, Adobo Brussels, Chicken Quesadilla, Baja Shrimp, Spicy Seitan Chorizo, Brussel Sprout Tacos, Quail Egg Tacos, Beef Tacos, Adobo Wings","102-15 Metropolitan AveForest Hills, NY 11375"
JoyPot,Long Island City,"Hot Pot, Buffets",4.4,"not allow Outdoor seating, not allow Delivery, not allow Takeout",,https://www.yelp.com/biz/joypot-long-island-city?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 12:00 PM - 10:30 PM, Tue: 12:00 PM - 10:30 PM, Wed: 12:00 PM - 10:30 PM, Thu: 12:00 PM - 10:30 PM, Fri: 12:00 PM - 10:30 PM, Sat: 12:00 PM - 10:30 PM, Sun: 12:00 PM - 10:30 PM",,"23-10 Jackson AveLong Island City, NY 11101"
Rove,Forest Hills,"American (Traditional), Gastropubs, Beer Bar",4.0,"not allow Outdoor seating, not allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/rove-forest-hills?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 5:00 PM - 10:00 PM, Tue: Closed, Wed: Closed, Thu: 5:00 PM - 10:00 PM, Fri: 5:00 PM - 10:00 PM, Sat: 11:00 AM - 3:00 PM 4:00 PM - 10:00 PM, Sun: 11:00 AM - 3:00 PM 4:00 PM - 10:00 PM","Eggs Benedict, Grilled Salmon Salad, Black Bean Burger, Poached Egg Salad, Braised Beef Bruschetta, Jerk Chicken, Cheeseburger, Breakfast Burger, Bourbon Burger, Pork Buns, Slab Bacon, Fried Chicken","72-27 Austin StForest Hills, NY 11375"
Rustico Taverna,Ridgewood,"Italian, Pizza",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/rustico-taverna-queens?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 11:00 AM - 10:00 PM, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:00 PM, Fri: 11:00 AM - 11:00 PM, Sat: 11:00 AM - 11:00 PM, Sun: 11:00 AM - 11:00 PM",,"65-17 Fresh Pond RdQueens, NY 11385"
B2J Tasty Pot,Bayside,"Comfort Food, Szechuan",4.7,"not allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/b2j-tasty-pot-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 11:30 AM - 3:30 PM 5:00 PM - 9:00 PM, Tue: 11:30 AM - 3:30 PM 5:00 PM - 9:00 PM, Wed: 11:30 AM - 3:30 PM 5:00 PM - 9:30 PM, Thu: 11:30 AM - 3:30 PM 5:00 PM - 9:00 PM, Fri: 11:30 AM - 3:30 PM 5:00 PM - 9:00 PM, Sat: 11:30 AM - 3:30 PM 5:00 PM - 9:00 PM, Sun: 11:30 AM - 3:30 PM 5:00 PM - 9:00 PM",,"42-18 Bell BlvdNew York, NY 11361"
Baraki,Bayside,"Cocktail Bars, Tapas/Small Plates, Breakfast & Brunch",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/baraki-new-york?osq=Restaurants,https://www.yelp.com/biz/AsalQLeJUhpxu_LTTNh5Nw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: Closed, Tue: 5:00 PM - 1:00 AM (Next day), Wed: 5:00 PM - 1:00 AM (Next day), Thu: 5:00 PM - 1:00 AM (Next day), Fri: 5:00 PM - 1:00 AM (Next day), Sat: 11:00 AM - 1:00 AM (Next day), Sun: 11:00 AM - 1:00 AM (Next day)","Whipped Feta, Sliders, Mediterranean Benedict, Spinach & Feta Spring Rolls, Saganaki Cigars, Crispy Spring Roll, Gold Digger, Skewers, Lemon Potato Croquettes, Avocado Toast, Soutzoukakia, Eggs Benedict","38-29 Bell BlvdNew York, NY 11361"
Sam Muk,Woodside,"Thai, Seafood",4.7,"not allow Outdoor seating, allow Delivery",,https://www.yelp.com/biz/sam-muk-woodside?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Tue: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Wed: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Thu: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Fri: 12:00 PM - 4:00 PM 5:00 PM - 12:00 AM (Next day), Sat: 12:00 PM - 4:00 PM 5:00 PM - 12:00 AM (Next day), Sun: 12:00 PM - 4:00 PM 5:00 PM - 12:00 AM (Next day)","Oysters, Yen Ta Fo Noodle, Tom Yum Noodle Soup, Crab Rolls, Goy Nuar","65-25 Roosevelt AveWoodside, NY 11377"
4747 LIC,Hunters Point,Mediterranean,4.8,"allow Outdoor seating, allow Takeout",,https://www.yelp.com/biz/4747-lic-long-island-city?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: Closed, Tue: 5:00 PM - 10:00 PM, Wed: 5:00 PM - 10:00 PM, Thu: 5:00 PM - 10:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 11:30 AM - 11:00 PM, Sun: 11:30 AM - 10:00 PM","Beef Short Ribs, Grilled Octopus, Roasted Cornish Hen, Lamb Chop, Gelato, Baby Gem Salad, Beef Carpaccio, Lump Crab, Braised Oxtail","47-25 Vernon BlvdLong Island City, NY 11101"
Rainhas Churrascaria,,"Brazilian, Steakhouses",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",$31-60,https://www.yelp.com/biz/rainhas-churrascaria-corona?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 5:00 PM - 11:00 PM, Tue: 5:00 PM - 11:00 PM, Wed: 5:00 PM - 11:00 PM, Thu: 5:00 PM - 11:00 PM, Fri: 5:00 PM - 12:00 AM (Next day), Sat: 12:00 PM - 12:00 AM (Next day), Sun: 12:00 PM - 10:00 PM",,"108-01 Northern BlvdCorona, NY 11368"
Queens Lanka,Jamaica,Sri Lankan,4.9,,,https://www.yelp.com/biz/queens-lanka-jamaica?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 10:00 AM - 8:30 PM, Tue: 10:00 AM - 8:30 PM, Wed: 10:00 AM - 8:30 PM, Thu: 10:00 AM - 8:30 PM, Fri: 10:00 AM - 8:30 PM, Sat: 10:00 AM - 8:30 PM, Sun: 10:00 AM - 8:30 PM","Deviled Chicken, Mutton, Egg Roti, Shrimp Parippu Vada, Rice & Curry Bowl","88-01 182nd PlJamaica, NY 11432"
While In Kathmandu,Ridgewood,"Cafes, Bars, Himalayan/Nepalese",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/while-in-kathmandu-ridgewood?osq=Restaurants,https://www.yelp.com/biz/Scs2L-4imyt_lorJ6biFKA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=40,"Mon: 12:00 PM - 10:30 PM, Tue: 12:00 PM - 10:30 PM, Wed: 12:00 PM - 10:30 PM, Thu: 12:00 PM - 10:30 PM, Fri: 12:00 PM - 10:30 PM, Sat: 12:00 PM - 10:30 PM, Sun: 12:00 PM - 10:30 PM","Sauteed Masala Wing Fusion, Sekuwa, Chicken Platter, Chicken Jhol Momo, Chitwan Ko Tass, Chicken Choila, Kathmandu Poppers, Pork Jhol Momo, Veg Jhol Momo, Shrimp Momo Jhol, Malekhu Ko Macha","758 Seneca AveRidgewood, NY 11385"
Lo Lan,Downtown Flushing,Hong Kong Style Cafe,4.0,,,https://www.yelp.com/biz/lo-lan-queens-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,,,"135-15 37th AveQueens, NY 11354"
Mister Seoul,Bayside,"Korean, Barbeque",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/mister-seoul-bayside?osq=Restaurants,https://www.yelp.com/reservations/mister-seoul-bayside,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: 11:00 AM - 12:00 AM (Next day), Tue: 11:00 AM - 12:00 AM (Next day), Wed: 11:00 AM - 12:00 AM (Next day), Thu: 11:00 AM - 12:00 AM (Next day), Fri: 11:00 AM - 12:00 AM (Next day), Sat: 11:00 AM - 12:00 AM (Next day), Sun: 11:00 AM - 12:00 AM (Next day)","Korean BBQ, Beef Short Ribs, Bell Blvd Combo, Berkshire Pork Belly, Steamed Egg, Boneless Short Rib, Seoul Combo, Beef Tongue, Tofu Soup, Gangnam, Prime Rib Eye, Ban Chan, Spicy Rice Cakes, Kimchi Jjigae, Tartare, Chicken Soup, Ribeye Bulgogi, Black Angus Short Rib, Korean Army Stew, Soybean Paste Soup","39-35 Bell BlvdBayside, NY 11361"
The Lazy Cow,Bayside,"Gastropubs, American (New), Cocktail Bars",3.9,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/the-lazy-cow-bayside?osq=Restaurants,https://www.yelp.com/biz/pv2Ayw8QN2nkMpCS-3RwiA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: 5:00 PM - 11:00 PM, Tue: 5:00 PM - 11:00 PM, Wed: 5:00 PM - 11:00 PM, Thu: 5:00 PM - 11:00 PM, Fri: 5:00 PM - 12:30 AM (Next day), Sat: 5:00 PM - 12:30 AM (Next day), Sun: 12:00 PM - 11:00 PM","Salmon Tartare Tacos, Crispy Calamari, Clam Linguine, Bacon and Gruyere Burger, Drunken Spare Ribs, Grilled Garlic Shrimp, Beef Carpaccio, Braised Lamb Shank, Roasted Bone Marrow, Mongolian Beef, Southern Fried Chicken, Seafood Orzo, Lamb Chops, Chili, Pork Belly Sausage Sliders, Cucumber Seaweed Salad, Pulled Pork Tacos, Lamb Samosas, Steak Carpaccio, Bread Basket","42-07 Bell BlvdBayside, NY 11361"
When In Bangkok,Murray Hill,"Thai, Cocktail Bars, Seafood",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/when-in-bangkok-flushing?osq=Restaurants,https://www.yelp.com/biz/XlCaR9Q3fW37uhWuCx92mQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: 11:30 AM - 3:30 PM 4:30 PM - 10:00 PM, Tue: 11:30 AM - 3:30 PM 4:30 PM - 10:00 PM, Wed: 11:30 AM - 3:30 PM 4:30 PM - 10:00 PM, Thu: 11:30 AM - 3:30 PM 4:30 PM - 10:00 PM, Fri: 11:30 AM - 3:30 PM 4:30 PM - 10:00 PM, Sat: 11:30 AM - 10:00 PM, Sun: 11:30 AM - 10:00 PM",,"161-16 Northern BlvdFlushing, NY 11358"
Chez Olivia,Astoria,"French, Modern European, Sandwiches",4.7,"allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/chez-olivia-astoria?osq=Restaurants,https://www.yelp.com/biz/ar2xOWS0wl5yB60GH1uI5w?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: 12:00 PM - 10:00 PM, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 11:00 PM, Sat: 11:00 AM - 11:00 PM, Sun: 11:00 AM - 9:00 PM","Baked Brie, French Onion Soup Gratine, Duck Leg Confit, Terrine De Foie Gras Maison, Steak Frites, Endive Salad, Quiche Lorraine, Arugula Salad, Coq Au Vin, Saint Jacques Grilles, Blanquette De Veau, Escargots Au Beurre Persill, Chicken Confit Sandwich","29-11 23rd AveAstoria, NY 11105"
Khao Nom,Elmhurst,"Desserts, Thai",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/khao-nom-elmhurst?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: 11:00 AM - 9:00 PM, Tue: 11:00 AM - 9:00 PM, Wed: 11:00 AM - 9:00 PM, Thu: 11:00 AM - 9:00 PM, Fri: 11:00 AM - 9:00 PM, Sat: 11:00 AM - 9:00 PM, Sun: 11:00 AM - 9:00 PM","Thai Corn Fritter, Chan Noodle, Crispy Pork Belly Over Rice, Pak Moo Noodle Soup, BBQ Pork, Khao Moo Dang, Fried Chicken Over Ginger Rice, Crispy Crab Spring Roll, Steamed Chicken Over Curry Rice, BBQ Pork Jowl, Chicken Yellow Curry Noodle, Black Bean Coconut Sticky Rice, Steam Rice Noodle Roll, Crispy Shrimp and Green Mango Salad, Noodle Yellow Curry Chicken, Crispy Rice Taco, Shrimp Cake, Khao Ka Pao Moo Krob, Grilled Fish Salad, Hot Basil Seafood","42-06 77th StElmhurst, NY 11373"
Burger Spot,Forest Hills,"Burgers, Kosher, Comfort Food",4.3,allow Delivery,,https://www.yelp.com/biz/burger-spot-new-york?osq=Restaurants,https://www.yelp.com/biz/UBJURdoN6vdgeWaiyDZsbg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,,,"6429 108th StNew York, NY 11375"
Zum Stammtisch,Glendale,German,4.2,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/zum-stammtisch-glendale?osq=Restaurants,https://www.yelp.com/biz/19o6iblcJvz2hdPouYhXgg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: Closed, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 12:00 PM - 10:00 PM","Sauerbraten, Goulash Soup, Sauerbraten with Dumplings & Red Cabbage, Apple Strudel, Wienerschnitzel, Steak Tartar, Breaded Chicken Cutlet, Herring Salad, Veal Cordon Bleu","6946 Myrtle AveGlendale, NY 11385"
Kong Sihk Tong,Downtown Flushing,Hong Kong Style Cafe,4.1,"not allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/kong-sihk-tong-queens?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: 9:00 AM - 9:00 PM, Tue: 9:00 AM - 9:00 PM, Wed: 9:00 AM - 9:00 PM, Thu: 9:00 AM - 9:00 PM, Fri: 9:00 AM - 9:00 PM, Sat: 9:00 AM - 9:00 PM, Sun: 9:00 AM - 9:00 PM","Golden Lava French Toast, Hong Kong, Pork Chop, Fried Chicken Wings, Salted Egg Squid Shrimp, Jeff Instant Noodles, Egg Yolk Fried Rice, Salted Duck Egg Fried Rice, Curry Fish, Satay Beef Noodle Soup, Baked Fried Rice, Portuguese Chicken Spaghetti, Pineapple Bun, Salt and Pepper Fried Chicken, Pan Fried Noodles, Shark Fin Soup, Xo Sauce Fried Instant Noodle, Beef Chow Fun, Salt and Pepper Squid, Baked Rice Spaghetti","42-35 Main StSte 1AQueens, NY 11355"
Gula Southern Comfort Bistro,Forest Hills,Comfort Food,3.7,allow Outdoor seating,$11-30,https://www.yelp.com/biz/gula-southern-comfort-bistro-forest-hills?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=50,"Mon: 5:00 PM - 12:00 AM (Next day), Tue: 5:00 PM - 12:00 AM (Next day), Wed: 5:00 PM - 12:00 AM (Next day), Thu: 5:00 PM - 12:00 AM (Next day), Fri: 5:00 PM - 12:00 AM (Next day), Sat: 12:00 PM - 12:00 AM (Next day), Sun: 12:00 PM - 12:00 AM (Next day)","Filet Mignon Benedict, Chicken & Waffles, Calamari, Lobster & Shrimp, Seafood Boil, Gumbo, Chicken Fried Steak, Mac N Ribs, Cajun Spiced Chicken, Moules Frites, French Toast","7017 Austin StForest Hills, NY 11375"
Zum Stammtisch,Glendale,German,4.2,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/zum-stammtisch-glendale?osq=Restaurants,https://www.yelp.com/biz/19o6iblcJvz2hdPouYhXgg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=60,"Mon: Closed, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 12:00 PM - 10:00 PM","Sauerbraten, Goulash Soup, Sauerbraten with Dumplings & Red Cabbage, Apple Strudel, Wienerschnitzel, Steak Tartar, Breaded Chicken Cutlet, Herring Salad, Veal Cordon Bleu","6946 Myrtle AveGlendale, NY 11385"
Kong Sihk Tong,Downtown Flushing,Hong Kong Style Cafe,4.1,"not allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/kong-sihk-tong-queens?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=60,"Mon: 9:00 AM - 9:00 PM, Tue: 9:00 AM - 9:00 PM, Wed: 9:00 AM - 9:00 PM, Thu: 9:00 AM - 9:00 PM, Fri: 9:00 AM - 9:00 PM, Sat: 9:00 AM - 9:00 PM, Sun: 9:00 AM - 9:00 PM","Golden Lava French Toast, Hong Kong, Pork Chop, Fried Chicken Wings, Salted Egg Squid Shrimp, Jeff Instant Noodles, Egg Yolk Fried Rice, Salted Duck Egg Fried Rice, Curry Fish, Satay Beef Noodle Soup, Baked Fried Rice, Portuguese Chicken Spaghetti, Pineapple Bun, Salt and Pepper Fried Chicken, Pan Fried Noodles, Shark Fin Soup, Xo Sauce Fried Instant Noodle, Beef Chow Fun, Salt and Pepper Squid, Baked Rice Spaghetti","42-35 Main StSte 1AQueens, NY 11355"
Gula Southern Comfort Bistro,Forest Hills,Comfort Food,3.7,allow Outdoor seating,$11-30,https://www.yelp.com/biz/gula-southern-comfort-bistro-forest-hills?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=60,"Mon: 5:00 PM - 12:00 AM (Next day), Tue: 5:00 PM - 12:00 AM (Next day), Wed: 5:00 PM - 12:00 AM (Next day), Thu: 5:00 PM - 12:00 AM (Next day), Fri: 5:00 PM - 12:00 AM (Next day), Sat: 12:00 PM - 12:00 AM (Next day), Sun: 12:00 PM - 12:00 AM (Next day)","Filet Mignon Benedict, Chicken & Waffles, Calamari, Lobster & Shrimp, Seafood Boil, Gumbo, Chicken Fried Steak, Mac N Ribs, Cajun Spiced Chicken, Moules Frites, French Toast","7017 Austin StForest Hills, NY 11375"
Dawa’s,Woodside,"Himalayan/Nepalese, American (New)",4.3,"not allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/dawas-woodside?osq=Restaurants,https://www.yelp.com/biz/lcI9kOcRqxxMhM4b5pHqsg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Queens%2C+NY&start=60,"Mon: 12:00 PM - 10:00 PM, Tue: Closed, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 11:00 PM, Sat: 12:00 PM - 11:00 PM, Sun: 12:00 PM - 10:00 PM","Momo, Buttermilk Chicken Sandwich, Baked Eggs, French Toast, Thenthuk, Shabaley, Pork Chili, Chili Cauliflower, Riki Kur, Pharsi, Tsel-baley, Jhasha Katsa, Grass Fed Beef Burger, Chicken Sekuwa","51-18 Skillman AveWoodside, NY 11377"
