Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL,Opening Hours,Popular Dishes,Detailed Address
Names,Prospect Lefferts Gardens,"Ramen, Beer, Wine & Spirits, Seafood",4.1,"allow Outdoor seating, not allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/names-brooklyn-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: 10:00 AM - 10:30 PM, Tue: 10:00 AM - 10:30 PM, Wed: 10:00 AM - 10:30 PM, Thu: 10:00 AM - 10:30 PM, Fri: 10:00 AM - 10:30 PM, Sat: 10:00 AM - 10:30 PM, Sun: 10:00 AM - 10:30 PM","Spicy Miso Curry Ramen, Mushroom Ramen, Fried Chicken Sandwich, Brussels, Smoked Wings, Spicy Chili Ramen, Vegan Caesar Salad","453 Rogers Ave, Brooklyn, NY 11225"
Otis,East Williamsburg,"American (New), Cocktail Bars",4.8,"allow Outdoor seating, not allow Delivery, not allow Takeout",$31-60,https://www.yelp.com/biz/otis-brooklyn-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: Closed, Tue: 5:30 PM - 10:00 PM, Wed: 5:30 PM - 11:00 PM, Thu: 5:30 PM - 11:00 PM, Fri: 5:30 PM - 12:00 AM (Next day), Sat: 12:00 PM - 3:30 PM 6:00 PM - 12:00 AM (Next day), Sun: 12:00 PM - 3:30 PM 6:00 PM - 11:00 PM","Braised Pork Shoulder Pasta, Lamb Shank, Whole Market Fish, Grilled Lamb Chops, Grilled Chicken Thigh, Duck Leg Confit, Homemade Bread & Spread, Roasted Beets, Spaetzle","18 Harrison Pl, Brooklyn, NY 11206"
Lowerline,Prospect Heights,"Cajun/Creole, Seafood, Southern",4.6,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/lowerline-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/swKXaURwqdSrSTcpHsxdbA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: Closed, Tue: 5:00 PM - 10:00 PM, Wed: 5:00 PM - 10:00 PM, Thu: 5:00 PM - 10:00 PM, Fri: 5:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 12:00 PM - 6:00 PM",,"794 Washington Ave, Brooklyn, NY 11238"
Three Maples,Bedford Stuyvesant,"Burgers, Cocktail Bars, American (New)",4.9,"not allow Outdoor seating, not allow Delivery, allow Takeout",,https://www.yelp.com/biz/three-maples-brooklyn-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: Closed, Tue: Closed, Wed: 4:00 PM - 12:00 AM (Next day), Thu: 4:00 PM - 12:00 AM (Next day), Fri: 4:00 PM - 2:00 AM (Next day), Sat: 4:00 PM - 2:00 AM (Next day), Sun: 4:00 PM - 12:00 AM (Next day)",,"1452 Fulton St, Brooklyn, NY 11216"
Camillo,Prospect Lefferts Gardens,Italian,4.2,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/camillo-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: 5:00 PM - 10:00 PM, Tue: 5:00 PM - 10:00 PM, Wed: 5:00 PM - 10:00 PM, Thu: 5:00 PM - 10:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 5:00 PM - 11:00 PM, Sun: 5:00 PM - 9:45 PM","Pistachio Olive Oil Cake, Panna Cotta, Gnocchi Alla Romana, Margherita, Cannelloni","1146 Nostrand Ave, Brooklyn, NY 11225"
Chavela’s,Crown Heights,"Mexican, Bars",3.9,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/chavelas-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/mhrLDFTxUzW2koRAzjlt5g?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: 11:00 AM - 11:00 PM, Tue: 11:00 AM - 11:00 PM, Wed: 11:00 AM - 11:00 PM, Thu: 11:00 AM - 11:00 PM, Fri: 11:00 AM - 11:00 PM, Sat: 11:00 AM - 11:00 PM, Sun: 11:00 AM - 11:00 PM","Enchiladas, Flautas, Churros, Ceviche, Tostada, Carne Enchilada Torta, Plato Don Carne, Empanadas, Shrimp Taco, Chilaquiles, Queso Fundido, Tamale, Chile Relleno, Flan","736 Franklin Ave, Brooklyn, NY 11238"
Agi’s Counter,Crown Heights,Hungarian,4.5,,,https://www.yelp.com/biz/agis-counter-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: Closed, Tue: Closed, Wed: 9:00 AM - 4:00 PM 5:30 PM - 9:00 PM, Thu: 9:00 AM - 4:00 PM 5:30 PM - 9:00 PM, Fri: 9:00 AM - 4:00 PM 5:30 PM - 9:00 PM, Sat: 9:00 AM - 3:00 PM 5:30 PM - 9:00 PM, Sun: 9:00 AM - 3:00 PM 5:30 PM - 9:00 PM","Breakfast Sandwich, Confit Tuna Melt, Ferdinand Buns, Chicken Liver Toast, Speck, Deviled Eggs, Green Devils, Jammy Eggs, Poached Chicken, Pork Chops, Cranberry Upside Down Cake, Soft Shell Crab, Cracked Beets, Dirty Ovaltine, Gerbeaud Cake, Hungarian Crepes, Rolled Crepes, Fank, Caraway Caesar, Country Club Plate","818 Franklin Ave, Brooklyn, NY 11225"
Mayfield,Crown Heights,"American (New), Breakfast & Brunch",4.0,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/mayfield-brooklyn?osq=Restaurants,https://www.yelp.com/biz/DOdamkEm9JWR9s6VH_NuOQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: 5:00 PM - 10:00 PM, Tue: 5:00 PM - 10:00 PM, Wed: 5:00 PM - 10:00 PM, Thu: 5:00 PM - 11:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 12:00 PM - 11:00 PM, Sun: 12:00 PM - 10:00 PM","Kale Salad, Pork Chop, Mushroom Ravioli, Fried Oysters, French Toast, Eggs Benedict, Fish and Chips, Poached Eggs, Fried Chicken Sandwich, Buttermilk Fried Quail, Smoked Berkshire Pork Ribs, Chicken Liver, Steak Tartare, Corned Beef Tongue, Fried Clam Bellies, Cuban Sandwich, Steak and Eggs, Patty Melt, Grilled Octopus, Grit Cakes","688 Franklin Ave, Brooklyn, NY 11238"
Zatar,Bushwick,"Middle Eastern, Falafel, American (New)",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/zatar-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/CviK6c6BkxN_TTZahdvwyA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: 11:00 AM - 12:00 AM (Next day), Tue: 11:00 AM - 12:00 AM (Next day), Wed: 11:00 AM - 12:00 AM (Next day), Thu: 11:00 AM - 12:00 AM (Next day), Fri: 11:00 AM - 12:00 AM (Next day), Sat: 11:00 AM - 12:00 AM (Next day), Sun: 11:00 AM - 12:00 AM (Next day)","Shawarma, Chicken Kabobs Meal, (vg) Falafel Sandwich, Lamb Chops, (v) Halloumi Sandwich, (v) Falafel Meal, Baklava, Chicken Salad, Z-burger","1294 Myrtle Ave, Brooklyn, NY 11221"
Concrete Brooklyn,Bushwick,"Bars, Italian, Venues & Event Spaces",5.0,"allow Delivery, allow Takeout",,https://www.yelp.com/biz/concrete-brooklyn-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,"Mon: 12:00 PM - 10:00 PM, Tue: Closed, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 12:00 PM - 4:00 PM",,"906 Broadway, Brooklyn, NY 11206"
Jemz,Crown Heights,Caribbean,4.3,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/jemz-crown-heights?osq=Restaurants,https://www.yelp.com/biz/GeVYBt9s4fGzG21OVjmznQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: 11:30 AM - 10:30 PM, Tue: Closed, Wed: Closed, Thu: 11:30 AM - 11:30 PM, Fri: 11:30 AM - 11:30 PM, Sat: 11:30 AM - 11:30 PM, Sun: 11:30 AM - 10:30 PM","Jerk Chicken, Oxtail, Crab and Pepper Shrimp Fried Rice, Snapper, Jerk Salmon, Curry Shrimp","1171 Saint Johns PlCrown,  Heights, NY 11213"
For All Things Good,Clinton Hill,"Cafes, Mexican",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/for-all-things-good-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: Closed, Tue: 8:00 AM - 3:00 PM 6:00 PM - 10:00 PM, Wed: 8:00 AM - 3:00 PM 6:00 PM - 10:00 PM, Thu: 8:00 AM - 3:00 PM 6:00 PM - 10:00 PM, Fri: 8:00 AM - 3:00 PM 6:00 PM - 12:00 AM (Next day), Sat: 10:00 AM - 4:00 PM 6:00 PM - 12:00 AM (Next day), Sun: 10:00 AM - 4:00 PM","Breakfast Tlayudita, Tetela Trio, Mezcal Mushroom Tlayudita, Tlayudas, Huevos En Camisa Rancheros, Mezcal Mushroom Tlacoyo, Sopes, Flautas, Chilaquiles Rojos, Mushroom Tlayuda, Breakfast Gordita, Mushroom Tacos","343 Franklin Ave, Brooklyn, NY 11238"
Cheri’s Bedstuy,Bedford Stuyvesant,"Southern, Seafood, Breakfast & Brunch",4.2,allow Outdoor seating,$11-30,https://www.yelp.com/biz/cheris-bedstuy-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: Closed, Tue: Closed, Wed: 11:30 AM - 10:00 PM, Thu: 11:30 AM - 10:00 PM, Fri: 11:30 AM - 10:00 PM, Sat: 10:00 AM - 11:00 PM, Sun: 10:00 AM - 10:00 PM","Fried Chicken, Salmon Croquettes, Shrimp Po Boy, Candied Yams","216 Malcolm X Blvd, Brooklyn, NY 11221"
Honey Badger,Prospect Lefferts Gardens,"American (New), Seafood",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",$31-60,https://www.yelp.com/biz/honey-badger-brooklyn-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: Closed, Tue: 6:00 PM - 10:00 PM, Wed: 6:00 PM - 10:00 PM, Thu: 6:00 PM - 10:00 PM, Fri: 6:00 PM - 10:00 PM, Sat: 6:00 PM - 10:00 PM, Sun: 6:00 PM - 10:00 PM",,"67 Fenimore St, Brooklyn, NY 11225"
Marian’s,Bedford Stuyvesant,"Bars, Jazz & Blues, Cafes",4.2,"allow Outdoor seating, not allow Delivery, allow Takeout",,https://www.yelp.com/biz/marian-s-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: Closed, Tue: Closed, Wed: 4:00 PM - 12:00 AM (Next day), Thu: 4:00 PM - 12:00 AM (Next day), Fri: 4:00 PM - 12:00 AM (Next day), Sat: 4:00 PM - 12:00 AM (Next day), Sun: 4:00 PM - 12:00 AM (Next day)",,"108 Patchen Ave Brooklyn Ny 11221, New York, NY 11221"
Fukurou Brooklyn,Bushwick,Ramen,4.4,"allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/fukurou-brooklyn-new-york-2?osq=Restaurants,https://www.yelp.com/biz/O7b3WKYglyu_3lYxN7GXRQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: 11:30 AM - 3:30 PM 4:30 PM - 10:30 PM, Tue: 11:30 AM - 3:30 PM 4:30 PM - 10:30 PM, Wed: 11:30 AM - 3:30 PM 4:30 PM - 10:30 PM, Thu: 11:30 AM - 3:30 PM 4:30 PM - 10:30 PM, Fri: 11:30 AM - 3:30 PM 4:30 PM - 10:30 PM, Sat: 11:30 AM - 3:30 PM 4:30 PM - 10:30 PM, Sun: 11:30 AM - 3:30 PM 4:30 PM - 10:30 PM","Spicy Tonkotsu Ramen, Tonkotsu Ramen, Takoyaki, Shrimp Tempura Shoyu Ramen, Spicy Tan-tan Ramen, Chicken Miso Ramen, Crispy Calamari, Salmon Shoyu Ramen, Spicy Seafood Miso Ramen, Taco Pork Chashu, Yaki Kurobuta","105 Wilson Ave, New York, NY 11237"
Mama Kitchen,Bedford Stuyvesant,"Kosher, Middle Eastern",4.6,"allow Delivery, allow Takeout",,https://www.yelp.com/biz/mama-kitchen-brooklyn?osq=Restaurants,https://www.yelp.com/biz/K2QvVZ1mXc1xZdA0NLlf9Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: 11:30 AM - 10:00 PM, Tue: 11:30 AM - 10:00 PM, Wed: 11:45 AM - 10:00 PM, Thu: 11:45 AM - 10:00 PM, Fri: Closed, Sat: Closed, Sun: 11:30 AM - 10:00 PM","Sabich Pita Sandwich, Baked Chicken, Moussaka, Homemade Shakshuka","7 Rochester Ave, Brooklyn, NY 11233"
Nostrand Cafe,Bedford Stuyvesant,"Korean, Breakfast & Brunch, Coffee Roasteries",4.4,,$11-30,https://www.yelp.com/biz/nostrand-cafe-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: 8:00 AM - 5:00 PM, Tue: 8:00 AM - 5:00 PM, Wed: 8:00 AM - 5:00 PM, Thu: 8:00 AM - 5:00 PM, Fri: 8:00 AM - 5:00 PM, Sat: 8:00 AM - 5:00 PM, Sun: 8:00 AM - 5:00 PM","Bibimbap, Breakfast Wrap, Kimchi Fried Rice, Kimchi Omelet, BLT Breakfast Sandwich","261 Nostrand Ave, Brooklyn, NY 11216"
Amy Thai Bistro,Prospect Lefferts Gardens,Thai,4.5,"not allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/amy-thai-bistro-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: 12:00 PM - 10:00 PM, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 12:00 PM - 10:00 PM","Drunken Noodles, Pad Thai, Pad See Ew, Thai Chicken Wings, Basil Fried Rice, Crab Rangoon, Spring Rolls, Green Curry, Basil Udon Noodles, Crab Fried Rice, Pumpkin Curry, Shrimp Rolls, Duck Bun, Thai Fried Rice, Pineapple Fried Rice, Massaman Curry, Panang Curry, Fried Calamari, Mock Duck, Mango Salad","545 Flatbush Ave, Brooklyn, NY 11225"
Mama Fox,Bedford Stuyvesant,"American (New), Cocktail Bars",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/mama-fox-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,"Mon: Closed, Tue: 4:00 PM - 12:00 AM (Next day), Wed: 4:00 PM - 12:00 AM (Next day), Thu: 4:00 PM - 12:00 AM (Next day), Fri: 4:00 PM - 1:00 AM (Next day), Sat: 11:00 AM - 12:30 AM (Next day), Sun: 11:00 AM - 3:45 PM","Yucca Croquettes, French Toast, Grilled Hanger Steak, Seared Salmon, Chicken Liver Pate, Yellow Curry Mussels, Tamarind Calamari, Chicken Pot Pie, Huevos Rancheros, Beyond Burger","327 Stuyvesant Ave, Brooklyn, NY 11233"
Klom Klorm,Bushwick,Thai,4.3,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/klom-klorm-brooklyn?osq=Restaurants,https://www.yelp.com/biz/n20BmzZ-KGd0RCKcPGRv1A?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: 11:30 AM - 10:15 PM, Tue: 11:30 AM - 10:15 PM, Wed: 11:30 AM - 10:15 PM, Thu: 11:30 AM - 10:15 PM, Fri: 11:30 AM - 10:15 PM, Sat: 11:30 AM - 10:15 PM, Sun: 11:30 AM - 10:15 PM","Pad Thai, Guay Tiew Pad Sei Eiw, Spring Rolls, Pad Kee Mau, Pad See Ew, Pineapple Fried Rice, Drunken Noodles, Basil Fried Rice, Red Curry, Green Curry, Grilled Shrimp Glass Noodles, Papaya Salad, Chicken Satay, Po Pia Thod, Massaman Curry, Summer Rolls, Crab Fried Rice, Crab Rangoon, Wonton Soup","181 Wyckoff Ave, Brooklyn, NY 11237"
Mama Kitchen,Bedford Stuyvesant,"Kosher, Middle Eastern",4.6,"allow Delivery, allow Takeout",,https://www.yelp.com/biz/mama-kitchen-brooklyn?osq=Restaurants,https://www.yelp.com/biz/K2QvVZ1mXc1xZdA0NLlf9Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: 11:30 AM - 10:00 PM, Tue: 11:30 AM - 10:00 PM, Wed: 11:45 AM - 10:00 PM, Thu: 11:45 AM - 10:00 PM, Fri: Closed, Sat: Closed, Sun: 11:30 AM - 10:00 PM","Sabich Pita Sandwich, Baked Chicken, Moussaka, Homemade Shakshuka","7 Rochester Ave, Brooklyn, NY 11233"
Bonafini,Prospect Lefferts Gardens,"Breakfast & Brunch, Italian",4.2,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/bonafini-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/wnyX_yg4ddSDkupwFKftIA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: Closed, Tue: 5:00 PM - 9:00 PM, Wed: 5:00 PM - 9:00 PM, Thu: 5:00 PM - 9:00 PM, Fri: 5:00 PM - 9:00 PM, Sat: 10:00 AM - 3:00 PM 5:00 PM - 9:00 PM, Sun: 10:00 AM - 3:00 PM","Salmon Pastrami Sandwich, French Toast, Breakfast Sandwich, Avocado Toast, Grilled Cheese and Tomato Soup, Steak and Eggs, Burrata, Pappardelle, Scrambled Eggs, Croissant Sandwich","663 Flatbush Ave, Brooklyn, NY 11225"
Nostrand Cafe,Bedford Stuyvesant,"Korean, Breakfast & Brunch, Coffee Roasteries",4.4,,$11-30,https://www.yelp.com/biz/nostrand-cafe-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: 8:00 AM - 5:00 PM, Tue: 8:00 AM - 5:00 PM, Wed: 8:00 AM - 5:00 PM, Thu: 8:00 AM - 5:00 PM, Fri: 8:00 AM - 5:00 PM, Sat: 8:00 AM - 5:00 PM, Sun: 8:00 AM - 5:00 PM","Bibimbap, Breakfast Wrap, Kimchi Fried Rice, Kimchi Omelet, BLT Breakfast Sandwich","261 Nostrand Ave, Brooklyn, NY 11216"
Mama Fox,Bedford Stuyvesant,"American (New), Cocktail Bars",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/mama-fox-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: Closed, Tue: 4:00 PM - 12:00 AM (Next day), Wed: 4:00 PM - 12:00 AM (Next day), Thu: 4:00 PM - 12:00 AM (Next day), Fri: 4:00 PM - 1:00 AM (Next day), Sat: 11:00 AM - 12:30 AM (Next day), Sun: 11:00 AM - 3:45 PM","Yucca Croquettes, French Toast, Grilled Hanger Steak, Seared Salmon, Chicken Liver Pate, Yellow Curry Mussels, Tamarind Calamari, Chicken Pot Pie, Huevos Rancheros, Beyond Burger","327 Stuyvesant Ave, Brooklyn, NY 11233"
Uotora,Crown Heights,"Japanese, Sushi Bars",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",over $61,https://www.yelp.com/biz/uotora-brooklyn?osq=Restaurants,https://www.yelp.com/biz/LjAt-SP7BwIpp56TZHVsWA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: 5:30 PM - 9:30 PM, Tue: 5:30 PM - 9:30 PM, Wed: 5:30 PM - 9:30 PM, Thu: 5:30 PM - 9:30 PM, Fri: 5:30 PM - 9:30 PM, Sat: 5:30 PM - 10:00 PM, Sun: Closed","Fatty Tuna Scallion Roll, Soft-shell Crab Roll, Sushi Deluxe, Tuna Roll","1075 Bergen St, Brooklyn, NY 11216"
D’Antan|vino Naturale & cucina Italiana,Crown Heights,"Italian, Wine Bars",4.4,allow Outdoor seating,,https://www.yelp.com/biz/d-antan-vino-naturale-and-cucina-italiana-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: Closed, Tue: 5:00 PM - 11:00 PM, Wed: 5:00 PM - 11:00 PM, Thu: 5:00 PM - 11:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 5:00 PM - 11:00 PM, Sun: 5:00 PM - 11:00 PM",,"858 Bergen St, Brooklyn, NY 11238"
Colina Cuervo,Crown Heights,"Cafes, Latin American, Coffee & Tea",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/colina-cuervo-brooklyn?osq=Restaurants,https://www.yelp.com/biz/lj1dgpWHiymVFNWp3vzC1A?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: 8:00 AM - 3:00 PM, Tue: 8:00 AM - 5:00 PM, Wed: 8:00 AM - 5:00 PM, Thu: 8:00 AM - 5:00 PM, Fri: 8:00 AM - 5:00 PM, Sat: 8:30 AM - 5:00 PM, Sun: 8:30 AM - 3:00 PM","Avocado Toast, Corn Muffin with Dulce De Leche Frosting, Tamales, Avocado and Scrambled Eggs Sandwich, Ensalada De La Casa, Plato Ecuatoriano, Slow Roasted Pork Sandwich, Breaded Chicken Sandwich, Torta De Chorizo Sandwich, Mushroom Melt","759 Nostrand Ave, Brooklyn, NY 11216"
High Lúa Vietnamese Kitchen,Williamsburg - South Side,Vietnamese,4.3,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/high-l%C3%BAa-vietnamese-kitchen-brooklyn?osq=Restaurants,https://www.yelp.com/biz/gl9UKHI6G-JhIBjjLFOhYA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Tue: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Wed: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Thu: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Fri: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 12:00 PM - 10:00 PM","Beef Pho, Bun Bo Hue, Spring Rolls, Summer Rolls, Banh Mi, Grilled Pork, Chicken Wings, Chicken Pho, Papaya Salad, Pho Roll, Vegetarian Pho, Quail Eggs, Chicken Noodle Soup, Grilled Rice Paper, Banh Xeo, Sausage Rolls, Turmeric Chicken, Salted Chicken, Hu Tieu, Pho Noodles","182 S 2nd St, Brooklyn, NY 11211"
Daughter,Crown Heights,"Cafes, Desserts, Wine Bars",4.6,,,https://www.yelp.com/biz/daughter-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=30,"Mon: 8:00 AM - 4:00 PM, Tue: 8:00 AM - 4:00 PM, Wed: 8:00 AM - 11:00 PM, Thu: 8:00 AM - 11:00 PM, Fri: 8:00 AM - 11:00 PM, Sat: 9:00 AM - 11:00 PM, Sun: 9:00 AM - 5:00 PM","Citrus Olive Oil Cake, Persimmon Crumb Cake, Potato Focaccia, Ratatouille, Naan Wrap, Hojicha","1090 St Johns Pl, Brooklyn, NY 11213"
Winona’s,Bedford Stuyvesant,American (Traditional),4.6,allow Outdoor seating,,https://www.yelp.com/biz/winonas-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=40,"Mon: Closed, Tue: Closed, Wed: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM, Thu: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM, Fri: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM, Sat: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM, Sun: 10:00 AM - 3:00 PM","Scotch Egg, Olive Oil Cake, Smoked Fish Pate, Arancini, Short Rib, Oysters, ""Xixo s Tortilla Espanola"", French Toast, Shakshuka, Aperol Spritz, Chocolate Budino, Skirt Steak, Whipped Ricotta, Rum Budino, Pappardelle, Braised Lamb, Spanish","676 Flushing Ave, Brooklyn, NY 11206"
