Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL
Mayfield,Crown Heights,"American (New), Breakfast & Brunch",4.0,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/mayfield-brooklyn?osq=Restaurants,https://www.yelp.com/biz/DOdamkEm9JWR9s6VH_NuOQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10
Zatar,Bushwick,"Middle Eastern, Falafel, American (New)",4.4,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/zatar-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/CviK6c6BkxN_TTZahdvwyA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10
Concrete Brooklyn,Bushwick,"Bars, Italian, Venues & Event Spaces",5.0,"√ Delivery, √ Takeout",,https://www.yelp.com/biz/concrete-brooklyn-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=10
Jemz,Crown Heights,Caribbean,4.3,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/jemz-crown-heights?osq=Restaurants,https://www.yelp.com/biz/GeVYBt9s4fGzG21OVjmznQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
For All Things Good,Clinton Hill,"Cafes, Mexican",4.4,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/for-all-things-good-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Cheri’s Bedstuy,Bedford Stuyvesant,"Southern, Seafood, Breakfast & Brunch",4.2,√ Outdoor seating,$$,https://www.yelp.com/biz/cheris-bedstuy-brooklyn?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Honey Badger,Prospect Lefferts Gardens,"American (New), Seafood",4.1,"√ Outdoor seating, √ Delivery, √ Takeout",$$$,https://www.yelp.com/biz/honey-badger-brooklyn-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Marian’s,Bedford Stuyvesant,"Bars, Jazz & Blues, Cafes",4.2,"√ Outdoor seating, × Delivery, √ Takeout",,https://www.yelp.com/biz/marian-s-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Fukurou Brooklyn,Bushwick,Ramen,4.4,"√ Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/fukurou-brooklyn-new-york-2?osq=Restaurants,https://www.yelp.com/biz/O7b3WKYglyu_3lYxN7GXRQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
Mama Kitchen,Bedford Stuyvesant,"Kosher, Middle Eastern",4.6,"√ Delivery, √ Takeout",,https://www.yelp.com/biz/mama-kitchen-brooklyn?osq=Restaurants,https://www.yelp.com/biz/K2QvVZ1mXc1xZdA0NLlf9Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Brooklyn%2C+NY&start=20
