Opening Hours,Popular Dishes,Detailed Address
"['Mon: Closed', 'Tue: Closed', 'Wed: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Thu: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Fri: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sat: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sun: 10:00 AM - 3:00 PM']","['Scotch Egg', 'Olive Oil Cake', 'Smoked Fish Pate', 'Arancini', 'Short Rib', 'Oysters', ""Xixo 's Tortilla Espanola"", 'French Toast', 'Shakshuka', 'Aperol Spritz', 'Chocolate Budino', 'Skirt Steak', 'Whipped Ricotta', 'Rum Budino', 'Pappardelle', 'Braised Lamb', 'Spanish']","676 Flushing AveBrooklyn, NY 11206"
"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 10:00 PM']","['Mercato', 'Mushroom Tibs', 'Ras Special Tibs', 'Lentil Sambusa', 'Red Lentil Stew', 'Missir', 'Ras Kitfo', 'Avocado Salad', 'Injera Chips', 'Trisome Berry', 'Yellow Split Pea Concoction', 'Coconut Cake', 'Tiramisu']","739 Franklin AveBrooklyn, NY 11238"
"['Mon: Closed', 'Tue: 11:30 AM - 3:30 PM 4:30 PM - 8:30 PM', 'Wed: 11:30 AM - 3:30 PM 4:30 PM - 8:30 PM', 'Thu: 11:30 AM - 3:30 PM 4:30 PM - 8:30 PM', 'Fri: 11:30 AM - 3:30 PM 4:30 PM - 8:30 PM', 'Sat: 11:30 AM - 3:30 PM 4:30 PM - 8:30 PM', 'Sun: 11:30 AM - 3:30 PM 4:30 PM - 8:30 PM']",[],"143 Greene AveBrooklyn, NY 11238"
"['Mon: Closed', 'Tue: 5:00 PM - 10:00 PM', 'Wed: 5:00 PM - 10:00 PM', 'Thu: 5:00 PM - 10:00 PM', 'Fri: 5:00 PM - 11:00 PM', 'Sat: 5:00 PM - 11:00 PM', 'Sun: 5:00 PM - 10:00 PM']",[],"1329 Willoughby AveBrooklyn, NY 11237"
"['Mon: Closed', 'Tue: Closed', 'Wed: 5:00 PM - 11:00 PM', 'Thu: 5:00 PM - 11:00 PM', 'Fri: 5:00 PM - 11:00 PM', 'Sat: 5:00 PM - 11:00 PM', 'Sun: 5:00 PM - 11:00 PM']","['Lamb Ribs', 'Breakfast Sandwich', 'Suryano Ham', 'Morels', 'Coppa']","447 Rogers AveProspect Lefferts GardensBrooklyn, NY 11225"
"['Mon: 10:30 AM - 2:30 PM', 'Tue: 10:30 AM - 2:30 PM', 'Wed: Closed', 'Thu: 10:30 AM - 2:30 PM', 'Fri: 10:30 AM - 2:30 PM', 'Sat: 10:00 AM - 3:00 PM', 'Sun: 10:00 AM - 3:00 PM']","['French Toast', 'Sope', 'Moyete', 'Chilaquiles Verdes']","1525 Gates AveBrooklyn, NY 11237"
"['Mon: Closed', 'Tue: 5:00 PM - 10:00 PM', 'Wed: 5:00 PM - 10:00 PM', 'Thu: 5:00 PM - 10:00 PM', 'Fri: 5:00 PM - 10:00 PM', 'Sat: 5:00 PM - 10:00 PM', 'Sun: 5:00 PM - 10:00 PM']","['Seafood Pasta', 'Broiled Oysters', 'Lobster Mac', 'Seafood Boil', 'Fish Sandwich', 'Crab Cakes', 'Fried Lobster', 'Lobster Tail', 'Scallops', 'Grilled Oysters', 'Black Eye Pea Fritter', 'Crab Benedict', 'Tuna Tartare', 'Seared Branzino', 'Fried Shrimp', 'Cornbread Avocado Toast', 'Vanilla Guava Cake', 'Chesapeake Crab', 'House Cornbread']","1222 Nostrand AveBrooklyn, NY 11225"
"['Mon: Closed', 'Tue: 4:30 PM - 12:00 AM (Next day)', 'Wed: 4:30 PM - 12:00 AM (Next day)', 'Thu: 4:30 PM - 12:00 AM (Next day)', 'Fri: 1:00 PM - 2:00 AM (Next day)', 'Sat: 1:00 PM - 2:00 AM (Next day)', 'Sun: 1:00 PM - 12:00 AM (Next day)']",[],"497 Atlantic AveBrooklyn, NY 11217"
"['Mon: 2:00 PM - 2:00 AM (Next day)', 'Tue: 2:00 PM - 2:00 AM (Next day)', 'Wed: 2:00 PM - 2:00 AM (Next day)', 'Thu: 2:00 PM - 2:00 AM (Next day)', 'Fri: 2:00 PM - 2:00 AM (Next day)', 'Sat: 12:00 PM - 2:00 AM (Next day)', 'Sun: 12:00 PM - 2:00 AM (Next day)']","['Jerk Chicken', 'Curry Goat Empanadas', 'Macaroni Pie', 'Pumpkin Rice', 'Empanada']","733 Franklin AveBrooklyn, NY 11238"
"['Mon: 5:00 PM - 11:45 PM', 'Tue: 5:00 PM - 11:45 PM', 'Wed: 5:00 PM - 11:45 PM', 'Thu: 5:00 PM - 11:45 PM', 'Fri: 5:00 PM - 11:45 PM', 'Sat: 1:00 PM - 11:45 PM', 'Sun: 1:00 PM - 11:45 PM']","['Khao Mun Gai', 'Kung Sam Rod', 'Bamee Moo Dang', 'Laab Talay', 'Sai Krok Isaan', 'Tod Mun Pla', 'Laab Gai Krob', 'Som Tum Plara Salad', 'Som Tum Thai', 'Som Tum Thai Salad', 'Tom Yum Goong', 'Kao Moo Dang', 'Khao Massamun Gai Curry']","1000 BdwyBrooklyn, NY 11221"
"['Mon: Closed', 'Tue: Closed', 'Wed: 3:00 PM - 10:00 PM', 'Thu: 3:00 PM - 10:00 PM', 'Fri: 3:00 PM - 10:00 PM', 'Sat: 2:00 PM - 10:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Jerk Chicken', 'Curry Goat', 'Curry Shrimp', 'Coconut Salmon', 'Codfish Fritters', 'Jerk Salmon', 'Curry Chicken', 'Ackee Tostones', 'Sweet Chili Tamarind Wings', 'Pumpkin Corn Soup', ""Stella's Tasting Plate"", 'Buttermilk Fried Chicken with Waffles', 'Jerk Wings', 'Curry Shrimp Roti', 'Curry Chicken Roti', 'Ackee and Saltfish', ""Stella's Seafood Pot""]","321 9th StBrooklyn, NY 11215"
"['Mon: 4:00 PM - 11:30 PM', 'Tue: 4:00 PM - 11:30 PM', 'Wed: 4:00 PM - 11:30 PM', 'Thu: 4:00 PM - 11:30 PM', 'Fri: 4:00 PM - 12:30 AM (Next day)', 'Sat: 4:00 PM - 12:30 AM (Next day)', 'Sun: 4:00 PM - 11:30 PM']","['Fried Chicken Wings', 'Bom Noodle', 'Korean Beef', 'Black Bean Noodle', 'Shrimp Dumpling', 'Braised Pork', 'Bulgogi Sliders', 'Cheese Bul-dak', 'Spicy Noodle Soup', 'Raw Wasabi Octopus', 'Grilled Eel Over Rice']","1 Greene AveBrooklyn, NY 11238"
"['Mon: 5:00 PM - 9:00 PM', 'Tue: 5:00 PM - 9:00 PM', 'Wed: 5:00 PM - 9:00 PM', 'Thu: 5:00 PM - 9:00 PM', 'Fri: 5:00 PM - 9:30 PM', 'Sat: 12:00 PM - 3:30 PM 5:00 PM - 9:30 PM', 'Sun: 12:00 PM - 3:30 PM 5:00 PM - 9:00 PM']","['Emmy Burger', 'Colony Pizza', 'White Pizza', 'Dry Aged Beef Sandwiched', 'Olympus Mons Pickled Chili', 'Camp Randall Pizza', 'The Lady Pizza', 'Vodka Pizza', 'Grafton Cheddar', 'Kale Salad', 'Chicken Wings', ""S'mores Calzone""]","919 Fulton StBrooklyn, NY 11238"
"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 10:00 PM', 'Sat: 12:00 PM - 10:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Chili Fried Chicken', 'Dirty Fried Rice', 'Salted Egg Fried Chicken', 'Spicy Chicken Sandwich', 'Oyster Mushroom Sandwich', 'Foie Gras', 'Fried Chicken Sandwich', 'Mushroom Po Boy', 'Butterbean Salad', 'White', 'Chicken Sando', 'Piece Chili Chicken', 'Naked Fried Chicken', 'Duck Drumettes', 'Breast', 'Charred Cucumbers', 'Heirloom Bean Salad']","244 Flatbush AveBrooklyn, NY 11217"
"['Mon: 9:00 AM - 12:00 AM (Next day)', 'Tue: 9:00 AM - 12:00 AM (Next day)', 'Wed: 9:00 AM - 12:00 AM (Next day)', 'Thu: 9:00 AM - 12:00 AM (Next day)', 'Fri: 9:00 AM - 2:00 AM (Next day)', 'Sat: 9:00 AM - 2:00 AM (Next day)', 'Sun: 9:00 AM - 12:00 AM (Next day)']","['Breakfast Burrito', 'Egg Sandwich', 'Buttermilk Fried Chicken Sandwich']","611A Wilson AveBrooklyn, NY 11207"
"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 10:00 PM', 'Sat: 12:00 PM - 10:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Pressed Cuban Sandwich', 'Empanadas', 'Vaca Frita', 'Pernil', 'Arroz Con Pollo', 'Croquetas', 'Breakfast Sandwich', 'Ropa Vieja', 'Guava Cheese Pie', 'Churros', 'Picadillo', 'Veggie Platter - Vegan', 'Paella']","397 Greene AveBrooklyn, NY 11216"
"['Mon: 5:00 PM - 9:30 PM', 'Tue: 5:00 PM - 9:30 PM', 'Wed: 5:00 PM - 9:30 PM', 'Thu: 5:00 PM - 9:30 PM', 'Fri: 5:00 PM - 9:30 PM', 'Sat: 12:00 PM - 3:00 PM 5:00 PM - 9:30 PM', 'Sun: 12:00 PM - 3:00 PM 5:00 PM - 9:15 PM']","['Bukkake Vegan Ramen', '2 Piece Pork Buns', 'Bukkake Curry Ramen', 'Bukkake Vegan Tomato Ramen', 'Pork Gyoza', 'Kara-age']","594 Lafayette AveBrooklyn, NY 11216"
"['Mon: 10:00 AM - 9:00 PM', 'Tue: 10:00 AM - 9:00 PM', 'Wed: 10:00 AM - 9:00 PM', 'Thu: 10:00 AM - 9:00 PM', 'Fri: 10:00 AM - 9:00 PM', 'Sat: 10:00 AM - 9:00 PM', 'Sun: 10:00 AM - 9:00 PM']","['Salmon Burger', 'French Toast', 'Mustard Fried Chicken', 'Avocado Toast', 'Cobb Salad', 'Turkey Burger', 'Veggie Burger', 'Chicken Pot Pie', 'Hanger Steak Panini', 'Chicken Skewers', 'Turkey Bacon', 'Salmon Sandwich', 'Western Omelette', 'Fried Fish Sandwich', 'Breakfast Combo', 'Salmon Salad', 'Broke Ass Zaca Burger', 'Whole Rotisserie Chicken', 'Chicken Panini', 'Linguini']","426A Marcus Garvey BlvBrooklyn, NY 11216"
"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 11:00 PM', 'Fri: 12:00 PM - 12:00 AM (Next day)', 'Sat: 11:00 AM - 12:00 AM (Next day)', 'Sun: 11:00 AM - 11:00 PM']","['Bee Sting Pizza', 'Lil Stinker Pizza', 'Margherita Pizza', 'Sticky Bun', 'Romaine Salad', 'Cheesus Christ', 'White Guy', 'Classic Margarita Pizza', 'White Pizza', 'Sopressata']","261 Moore StBrooklyn, NY 11206"
"['Mon: 12:00 PM - 9:00 PM', 'Tue: 12:00 PM - 9:00 PM', 'Wed: 12:00 PM - 9:00 PM', 'Thu: 12:00 PM - 9:00 PM', 'Fri: 12:00 PM - 9:00 PM', 'Sat: 12:00 PM - 9:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Steak Suya Bowl', 'Chicken Suya Bowl', 'Shrimp Suya Bowl', 'Mild', 'Beef Suya', 'Chicken Breast']","717 Franklin AveBrooklyn, NY 11216"
"['Mon: Closed', 'Tue: Closed', 'Wed: 8:00 AM - 4:00 PM', 'Thu: 8:00 AM - 4:00 PM', 'Fri: 8:00 AM - 6:00 PM', 'Sat: 9:00 AM - 6:00 PM', 'Sun: 9:00 AM - 6:00 PM']","['Breakfast Burrito', 'Chorizo Burrito', 'Rosewater Conchas', 'Bacon Burrito', 'Carne Adovada', 'Poblano Relleno', 'Vegan Stuffed Sopaipillas', 'Egg Burrito', 'Hatch Chile', 'Buttermilk Fried Chicken Sandwich', ""Eric 's Lemon Cake"", 'Pecan Rum Cake', 'Ground Beef Sopiapillas', 'Pride Rainbow Cake']","387 Nostrand AveSte ABrooklyn, NY 11216"
"['Mon: 10:00 AM - 9:00 PM', 'Tue: 10:00 AM - 9:00 PM', 'Wed: 10:00 AM - 9:00 PM', 'Thu: 10:00 AM - 9:00 PM', 'Fri: 10:00 AM - 9:00 PM', 'Sat: 10:00 AM - 9:00 PM', 'Sun: 10:00 AM - 9:00 PM']","['Pastor', 'Classic Chicken Tacos', 'Tinga Chicken Taco', 'Chilaquiles', 'Carne Asada Burrito', 'Chicken Quesadilla', 'Carne Asada Taco', 'Tostones', 'Empanadas', 'Carnitas Tacos', 'Fish Taco']","1337 Bushwick AveBrooklyn, NY 11207"
[],[],"456 Nostrand AveBrooklyn, NY 11216"
"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 10:00 PM', 'Sat: 12:00 PM - 10:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Arroz Chaufa', 'Pollo Saltado', 'Barchaa Chicken Wings', 'Grilled Salmon']","567 Wilson AveBrooklyn, NY 11207"
"['Mon: Closed', 'Tue: 11:00 AM - 3:00 PM 5:00 PM - 10:30 PM', 'Wed: 11:00 AM - 3:00 PM 5:00 PM - 10:30 PM', 'Thu: 11:00 AM - 3:00 PM 5:00 PM - 10:30 PM', 'Fri: 11:00 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sat: 11:00 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sun: 11:00 AM - 3:00 PM 5:00 PM - 10:30 PM']","['Black Tonkotsu', 'Curry Ramen', 'Spicy Miso Ramen', 'Tan Tan Ramen', 'Shrimp Shumai', 'Fried Chicken', 'Takoyaki', 'Yasai Shoyu Ramen', 'Tonkatsu Ramen', 'Octopus', 'Seaweed Salad', 'Karaage', 'Fire Agedashi Tofu', 'Mackerel', 'Takowasa', 'Chicken Meatball Ramen', 'Fried Oysters']","330 Malcolm X BlvdBrooklyn, NY 11233"
"['Mon: Closed', 'Tue: Closed', 'Wed: 6:00 PM - 10:00 PM', 'Thu: 6:00 PM - 10:00 PM', 'Fri: 6:00 PM - 10:00 PM', 'Sat: 11:00 AM - 3:00 PM 6:00 PM - 10:00 PM', 'Sun: 11:00 AM - 3:00 PM']","['Brick Pressed Chicken', 'Vegan Burger', ""Baron's Breakfast Sandwich"", 'House Ground Beef Burger', 'Corn Griddle Cake with Poached Eggs', 'Brioche French Toast', 'Fried Chicken Sandwich']","564 Dekalb AveBrooklyn, NY 11205"
"['Mon: Closed', 'Tue: 5:30 PM - 11:00 PM', 'Wed: 5:30 PM - 11:00 PM', 'Thu: 5:30 PM - 11:00 PM', 'Fri: 5:30 PM - 11:00 PM', 'Sat: 11:00 AM - 3:00 PM 5:30 PM - 11:00 PM', 'Sun: 11:00 AM - 3:00 PM 5:30 PM - 10:00 PM']","['Lu Rou Fan', 'Sesame Noodles', 'Beef Roll', 'Fried Eggplant', 'Big Chicken', 'Chicken Bun', 'Marinated Cucumbers', 'Sloppy Bao', 'Oyster Omelette', 'Pea Shoots', 'Fried Chicken Steak', 'Chicken Sandwich', 'Turnip Cake', 'Pan Griddled Pork Buns', 'Guohua Street Salad', 'Fried Mantou', 'Vegan Peanut Noodles', 'Nutritious Sandwich', 'Breakfast of Champions', 'Danzi Noodles']","159 Graham AveBrooklyn, NY 11206"
"['Mon: 10:00 AM - 10:00 PM', 'Tue: 10:00 AM - 10:00 PM', 'Wed: 10:00 AM - 10:00 PM', 'Thu: 10:00 AM - 10:00 PM', 'Fri: 10:00 AM - 10:00 PM', 'Sat: Closed', 'Sun: 4:00 PM - 10:00 PM']","['Spicy Pork Bowl', 'Kimchi Jjigae', 'Veggie Bibimbop', 'Bulgogi Bowl', 'Spicy Chicken Bowl', 'Soondubu Jjigae', 'Korean Tacos', 'Box -galbi Box']","169 Park AveBrooklyn, NY 11205"
"['Mon: 9:30 AM - 10:00 PM', 'Tue: 9:30 AM - 10:00 PM', 'Wed: 9:30 AM - 10:00 PM', 'Thu: 9:30 AM - 10:00 PM', 'Fri: 9:30 AM - 11:00 PM', 'Sat: 9:30 AM - 11:00 PM', 'Sun: 9:30 AM - 10:00 PM']","['Cheddar Scramble', 'Avocado Toast', 'Egg and Sausage Sandwich', 'Hazelnut Maple Praline', 'Steak and Eggs', 'Fried Egg Sandwich', 'Cheddar Scrambled Eggs', 'Eggs & Sausage Burger', 'Breakfast Sandwich', 'Fried Chicken Sandwich', 'Maple Cheddar', 'Shakshuka', 'Sticky Bun', 'Egg and Cheese Sandwich', 'Poached Eggs', 'Charred Avocado', 'Double Stack']","348 Wythe AveBrooklyn, NY 11249"
"['Mon: 11:30 AM - 8:00 PM', 'Tue: 11:30 AM - 8:00 PM', 'Wed: 11:30 AM - 8:00 PM', 'Thu: 11:30 AM - 8:00 PM', 'Fri: 11:30 AM - 8:00 PM', 'Sat: 11:30 AM - 8:00 PM', 'Sun: 11:30 AM - 8:00 PM']",[],"Eastern Parkway And Franklin AveBrooklyn, NY 11225"
"['Mon: 10:00 AM - 10:00 PM', 'Tue: 10:00 AM - 10:00 PM', 'Wed: 10:00 AM - 10:00 PM', 'Thu: 10:00 AM - 10:00 PM', 'Fri: 10:00 AM - 10:00 PM', 'Sat: Closed', 'Sun: 4:00 PM - 10:00 PM']","['Spicy Pork Bowl', 'Kimchi Jjigae', 'Veggie Bibimbop', 'Bulgogi Bowl', 'Spicy Chicken Bowl', 'Soondubu Jjigae', 'Korean Tacos', 'Box -galbi Box']","169 Park AveBrooklyn, NY 11205"
"['Mon: Closed', 'Tue: 12:00 PM - 3:30 PM 5:00 PM - 10:30 PM', 'Wed: 12:00 PM - 3:30 PM 5:00 PM - 11:00 PM', 'Thu: 12:00 PM - 3:30 PM 5:00 PM - 11:00 PM', 'Fri: 12:00 PM - 3:30 PM 5:00 PM - 12:00 AM (Next day)', 'Sat: 12:00 PM - 3:30 PM', 'Sun: 12:00 PM - 9:30 PM']","['Buttermilk Fried Chicken', 'Dinner Pecan Crusted Pork Chop', 'Blackened Salmon', 'Jambalaya', 'Lunch Soul Fried Chicken Sandwich', 'Fried Chicken Wings']","509 Myrtle AveBrooklyn, NY 11205"
"['Mon: 9:30 AM - 10:00 PM', 'Tue: 9:30 AM - 10:00 PM', 'Wed: 9:30 AM - 10:00 PM', 'Thu: 9:30 AM - 10:00 PM', 'Fri: 9:30 AM - 11:00 PM', 'Sat: 9:30 AM - 11:00 PM', 'Sun: 9:30 AM - 10:00 PM']","['Cheddar Scramble', 'Avocado Toast', 'Egg and Sausage Sandwich', 'Hazelnut Maple Praline', 'Steak and Eggs', 'Fried Egg Sandwich', 'Cheddar Scrambled Eggs', 'Eggs & Sausage Burger', 'Breakfast Sandwich', 'Fried Chicken Sandwich', 'Maple Cheddar', 'Shakshuka', 'Sticky Bun', 'Egg and Cheese Sandwich', 'Poached Eggs', 'Charred Avocado', 'Double Stack']","348 Wythe AveBrooklyn, NY 11249"
"['Mon: 11:30 AM - 8:00 PM', 'Tue: 11:30 AM - 8:00 PM', 'Wed: 11:30 AM - 8:00 PM', 'Thu: 11:30 AM - 8:00 PM', 'Fri: 11:30 AM - 8:00 PM', 'Sat: 11:30 AM - 8:00 PM', 'Sun: 11:30 AM - 8:00 PM']",[],"Eastern Parkway And Franklin AveBrooklyn, NY 11225"
"['Mon: Closed', 'Tue: Closed', 'Wed: 6:00 PM - 9:00 PM', 'Thu: 6:00 PM - 9:00 PM', 'Fri: 5:30 PM - 10:00 PM', 'Sat: 5:30 PM - 10:00 PM', 'Sun: 11:00 AM - 1:30 PM 6:00 PM - 9:00 PM']","['Carte Blanche', 'Prix Fixe', 'Grilled Beef Shoulder', 'Lightly Smoked Trout', 'Egg Yolk and Cabbage', 'Nasturtium', 'Pork and Carrot', 'Caviar', 'Brioche', 'Squid', ""Le Kebab D'oxalis 9"", 'Green Asparagus', 'Burrata', 'Cherry Blossom Roll', 'Chicories', 'Miso Aged Black Bass', 'Little Gem Salad', 'Monkfish', 'Grilled Chanterelles', 'Kampachi']","791 Washington AveBrooklyn, NY 11238"
"['Mon: 4:00 PM - 12:00 AM (Next day)', 'Tue: 4:00 PM - 12:00 AM (Next day)', 'Wed: 4:00 PM - 12:00 AM (Next day)', 'Thu: 4:00 PM - 12:00 AM (Next day)', 'Fri: 4:00 PM - 2:00 AM (Next day)', 'Sat: 11:00 AM - 2:00 AM (Next day)', 'Sun: 11:00 AM - 12:00 AM (Next day)']",[],"1332 Halsey StBrooklyn, NY 11237"
"['Mon: 8:00 AM - 11:00 PM', 'Tue: 8:00 AM - 11:00 PM', 'Wed: 8:00 AM - 11:00 PM', 'Thu: 8:00 AM - 11:00 PM', 'Fri: 8:00 AM - 11:00 PM', 'Sat: 8:00 AM - 11:00 PM', 'Sun: 8:00 AM - 11:00 PM']","['Avocado Toast', 'Brioche French Toast', 'Lox Toast']","351 Evergreen AveBushwick, NY 11221"
"['Mon: 11:00 AM - 9:00 PM', 'Tue: 11:00 AM - 9:00 PM', 'Wed: 11:00 AM - 9:00 PM', 'Thu: 11:00 AM - 9:00 PM', 'Fri: 11:00 AM - 9:00 PM', 'Sat: 11:00 AM - 9:00 PM', 'Sun: 11:00 AM - 9:00 PM']","['Greek Salad', 'Tzatziki', 'Spanakopita', 'Moussaka', 'Chicken Gyro Platter', 'Baklava', 'Lamb Kebab', 'Chicken Souvlaki Platter', 'Loukoumades', 'Vegetarian Moussaka', 'Melitzanosalata', 'Chicken Kebab', 'Lamb and Chicken Souvlaki Combination Platter', 'Gyro Meat Platter', 'Saganaki', 'Avgolemono']","1035 Flushing AveBrooklyn, NY 11237"
"['Mon: 11:30 AM - 9:00 PM', 'Tue: 11:30 AM - 9:00 PM', 'Wed: 11:30 AM - 9:00 PM', 'Thu: 11:30 AM - 9:00 PM', 'Fri: 11:30 AM - 9:00 PM', 'Sat: 11:30 AM - 9:00 PM', 'Sun: 11:30 AM - 9:00 PM']","['Braised Beef Noodles', 'Eggplant Salad', 'Signature Lanzhou Beef Noodle', 'Chinese Hamburger', 'Braised Lamb Shoulder', 'Kelp Salad', 'Mala Noodle', 'Mung Bean Noodle', 'Braised Beef Noodle Lunch Special', 'Monstrous Plate Chicken', 'Marinated Cucumber', 'Mutton on the Bone', 'Woodear Mushroom Salad']","531 Myrtle AveBrooklyn, NY 11205"
"['Mon: 12:00 PM - 8:00 PM', 'Tue: 12:00 PM - 8:00 PM', 'Wed: 12:00 PM - 8:00 PM', 'Thu: 12:00 PM - 8:00 PM', 'Fri: 12:00 PM - 8:00 PM', 'Sat: 12:00 PM - 8:00 PM', 'Sun: 12:00 PM - 8:00 PM']","['Griyo', 'Signature Griyo Sandwich', 'Black Mushroom Rice - Family', 'Pikliz', 'Haitian Patty']","197 Patchen AveBrooklyn, NY 11233"
"['Mon: Closed', 'Tue: 5:00 PM - 10:00 PM', 'Wed: 5:00 PM - 10:00 PM', 'Thu: 5:00 PM - 10:00 PM', 'Fri: 5:00 PM - 10:00 PM', 'Sat: 12:00 PM - 4:00 PM 5:00 PM - 10:00 PM', 'Sun: 12:00 PM - 4:00 PM']","['Crispy Oysters Rockefeller', 'Oxtail Fettuccine', 'Fried Calamari', 'Garlic Shrimp Scampi', 'Caesars Salad', 'Fried Chicken', 'Spicy Rigatoni', 'Steak Frites', 'Broiled Lemon Sole', 'Grit Cake', 'Smoky Moscow']","590 Fulton StBrooklyn, NY 11217"
"['Mon: 7:30 AM - 3:00 PM', 'Tue: Closed', 'Wed: Closed', 'Thu: Closed', 'Fri: 7:30 AM - 3:00 PM', 'Sat: 7:30 AM - 3:00 PM', 'Sun: 7:30 AM - 3:00 PM']","['Egg Katsu Sando', 'French Toast', 'Cruller', 'Olive Oil Cake', 'The Big Salad', 'Katsu Sandwich']","657 Washington AveBrooklyn, NY 11238"
"['Mon: Closed', 'Tue: Closed', 'Wed: 5:00 PM - 12:00 AM (Next day)', 'Thu: 5:00 PM - 12:00 AM (Next day)', 'Fri: 5:00 PM - 2:00 AM (Next day)', 'Sat: 5:00 PM - 2:00 AM (Next day)', 'Sun: 11:00 AM - 12:00 AM (Next day)']","['Jerk Pork', 'Jerk Chicken', 'Lamb Chop Pasta', 'Lamb Chops', 'Snapper', 'French Toast']","321 Nostrand AveBrooklyn, NY 11216"
[],[],Not Found
"['Mon: Closed', 'Tue: 8:00 AM - 9:00 PM', 'Wed: 8:00 AM - 9:00 PM', 'Thu: 8:00 AM - 9:00 PM', 'Fri: 8:00 AM - 9:00 PM', 'Sat: 9:00 AM - 9:00 PM', 'Sun: 9:00 AM - 9:00 PM']","['Cacio E Pepe', 'Spicy Red Pesto Pasta', 'Whipped Ricotta', 'Spicy Prosciutto', 'Ricotta on Focaccia', 'Pasta Kit', 'Ricotta Toast', 'Roasted Tomatoes Pasta', 'Homemade Pasta', 'Summer Pasta Salad', 'Caesar Salad', 'Heirloom Tomato Salad', 'Crispy Chickpeas', 'Garlic and Tomato Pasta', 'Tomato Soup', 'Short Rib Ragu', 'Antipasto', 'Bread Plate']","803 8th AveBrooklyn, NY 11215"
"['Mon: 4:00 PM - 10:00 PM', 'Tue: Closed', 'Wed: 4:00 PM - 10:00 PM', 'Thu: 4:00 PM - 10:00 PM', 'Fri: 4:00 PM - 11:00 PM', 'Sat: 4:00 PM - 11:00 PM', 'Sun: 4:00 PM - 10:30 PM']","['Pork Belly', 'Burrata', 'Sea Trout Tartare', 'Pork Shoulder', 'Gemelli Verde', 'Coppa', 'Spaghetti Bottarga', 'Roasted Pork Collar', 'Black Truffle', 'Panna Cotta', 'Trout Tartar', 'Crudo', 'Squid Ink Mostarda', 'Quadrotti', 'Lattuga', 'Pork Ragu', 'White', 'Duck Ravioli', 'Octopus', 'Truffle Pasta']","702 Grand StBrooklyn, NY 11211"
"['Mon: Closed', 'Tue: 5:30 PM - 10:30 PM', 'Wed: 5:30 PM - 10:30 PM', 'Thu: 5:30 PM - 10:30 PM', 'Fri: 5:30 PM - 10:30 PM', 'Sat: 11:00 AM - 3:00 PM 5:30 PM - 10:30 PM', 'Sun: 11:00 AM - 3:00 PM 5:00 PM - 9:00 PM']","['Bread Basket', 'Lamb Kofta', ""Za'atar Baby Back Ribs"", 'Coconut Crispy Rice', 'Green Chorizo Kofta', 'Red Curry', 'Green Shakshuka', 'American Breakfast', 'Parker House Rolls', 'Green Rice', 'Lamb Sausage', 'Half Chicken', 'Grilled Prawns', 'Pickle Plate']","46 Norman AveBrooklyn, NY 11222"
"['Mon: 4:00 PM - 12:00 AM (Next day)', 'Tue: 4:00 PM - 12:00 AM (Next day)', 'Wed: 4:00 PM - 12:00 AM (Next day)', 'Thu: 4:00 PM - 12:00 AM (Next day)', 'Fri: 4:00 PM - 12:00 AM (Next day)', 'Sat: 4:00 PM - 12:00 AM (Next day)', 'Sun: 1:00 PM - 12:00 AM (Next day)']","['Crab Cakes', 'Catfish Sliders', 'Beef Sliders', 'Catfish Strips', 'French Toast', 'Chicken Wing', 'Avocado Toast', 'Stuffed Mushrooms', 'Cauliflower Arancini', 'Fried Wings', 'Fried Catfish']","334 Marcus Garvey BlvdBrooklyn, NY 11221"
